title,description,url
"Math Department, UC Riverside","Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021 / Winter 2022 / Spring 2022 / Fall 2022 / Winter 2023
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar
",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/
SIAM chapter at UCR - Contact,"Dr. Heyrim Cho    heyrimc@ucr.edu
Dr. Jia Guo     jgou@ucr.edu
",https://sites.google.com/ucr.edu/ucr-siam-student-chapter/contact
SIAM chapter at UCR - Officers,"2023 -
President: Khoi Vo
Vice-Presidents: James Le, Satish Chandran
Secretary: Chase Brown
Treasurer: Austin Hansen

",https://sites.google.com/ucr.edu/ucr-siam-student-chapter/officers
WCRT Workshop,"
The 2021 UC Riverside Diversity Workshop will be focused on Women in Combinatorics and Representation Theory. 
The goal is to feature women who work on the many different aspects of these subjects and who work in a variety of institutions; including research universities, smaller state schools,",https://sites.google.com/g.ucla.edu/ucr-diversity-2021/
Schedule,"8:30 - 9:00
",https://sites.google.com/ucr.edu/mathematicalpathways/schedule
Abstracts,"Abelian Sandpile Models  (Dr. Youngsu Kim)
In this talk, we introduce abelian sandpile groups and their connections to graph theory and algebra. Sandpile models were invented by Bak, Tang, and Wiesenfeld to study self-organized criticality in dynamical systems. Its algebraic interpretation, called",https://sites.google.com/ucr.edu/mathematicalpathways/abstracts
Online Resources and Tutorials,Find the resources you need to help you stay on track with your education.,https://extension.ucr.edu/helpcenterstudentresources/academicandtechnologyresources/onlineresourcesandtutorials
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/jamesk
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/yattinc
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://mathdept.ucr.edu/forms/vapalum.html
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://mathdept.ucr.edu/forms/alumupdt.html
SIAM chapter at UCR - Events,"Events
",https://sites.google.com/ucr.edu/ucr-siam-student-chapter/events
SIAM chapter at UCR,"The purpose of this student chapter is 

to organize activities that foster the application of mathematics and computational science to engineering, industry, science, and society,  
to promote research in applied and computational mathematics, and interdisciplinary studies in general, 
to ensure a",https://sites.google.com/ucr.edu/ucr-siam-student-chapter/home
SIAM chapter at UCR - Resource,"Career Opportunities
",https://sites.google.com/ucr.edu/ucr-siam-student-chapter/resource
SIAM chapter at UCR - Membership,"Becoming a SIAM chapter member is FREE. All members of the chapter who are students enrolled at UCR are eligible for free student memberships in SIAM.
",https://sites.google.com/ucr.edu/ucr-siam-student-chapter/membership
ICQMB@UCR - Fall 2021,"
Archives: Spring 2021
Links :  UCR Interdisciplinary Center for Quantitative Modeling in Biology
    UCR Math Department seminar
             PDE and Applied Math Seminar",https://sites.google.com/ucr.edu/icqmbucr/fall-2021
WCRT Workshop,"
The 2021 UC Riverside Diversity Workshop will be focused on Women in Combinatorics and Representation Theory. 
The goal is to feature women who work on the many different aspects of these subjects and who work in a variety of institutions; including research universities, smaller state schools,",https://sites.google.com/g.ucla.edu/ucr-diversity-2021/women-in-combinatorics-and-representation-theory
Home,"Qixuan Wang (王奇瑄)
Assistant Professor                                                                   Department of Mathematics                                                 University of California, Riverside
",https://sites.google.com/ucr.edu/qixuanwang/
WCRT Workshop - Abstracts,"
Magdalena Boos
Classical group actions via symmetric representations
We introduce a connection between certain Lie-theoretic algebraic group actions and (symmetric) quiver representations. Since the theory of the latter is quite well known for several quivers with relations, we show how we can",https://sites.google.com/g.ucla.edu/ucr-diversity-2021/abstracts
UCR Analysis Seminar,"
           Analysis Seminar",https://sites.google.com/ucr.edu/ucranalysisseminar/home
"Math Department, UC Riverside - Fall 2019","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/fall-2019
"News, Weekly Seminar, Conferences and Special Events","Dr. William Cannon Appointed Adjunct Professor in the Department of Mathematics, UC Riverside  ",https://icqmb.ucr.edu/news-weekly-seminar-conferences-and-special-events
"Math Department, UC Riverside - Fall 2020","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/fall-2020
"Math Department, UC Riverside - Spring 2020","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/spring-2020
"Math Department, UC Riverside - Winter 2020","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/winter-2020
"Math Department, UC Riverside - Winter 2021","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/winter-2021
"Math Department, UC Riverside - Winter 2022","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/winter-2022
"Math Department, UC Riverside - Spring 2021","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/spring-2021
"Math Department, UC Riverside - Fall 2021","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021 
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/fall-2021
"Math Department, UC Riverside - Spring 2022","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021 / Winter 2022
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/spring-2022
"Math Department, UC Riverside - Winter 2023","Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021 / Winter 2022 / Spring 2022 / Fall 2022
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar
",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/winter-2023
"Math Department, UC Riverside - Fall 2022","
Archives: Fall 2019 / Winter 2020 / Spring 2020 / Fall 2020 / Winter 2021 / Spring 2021 / Fall 2021 / Winter 2022 / Spring 2022
Links : Interdisciplinary Center for Quantitative Modeling in Biology (ICQMB) seminar
             UCR Math Department seminar",https://sites.google.com/ucr.edu/ucriverside-math-ampde-seminar/fall-2022
ICQMB@UCR,"Archives: Winter 2023, Fall 2022, Spring 2022, Winter 2022, Spring 2021, Fall 2021
Links :  UCR Interdisciplinary Center for Quantitative Modeling in Biology
     UCR Math Department seminar
               PDE and Applied Math Seminar
",https://sites.google.com/ucr.edu/icqmbucr/spring-2023
2020F - Modeling in Biology and Physics,"
Math 260-022: Modeling in Biology and Physics
UC Riverside, Fall 2020 
Lecture: MW 12:30pm – 1:50pm. Lectures will be launched online through Zoom and will be recorded.
Instructor: Qixuan Wang
Email:             qixuanw@ucr.edu
Office:             MRB 3120
Office hours and location:   By",https://sites.google.com/ucr.edu/qixuanwang/home/teaching/2020f-modeling-in-biology-and-physics
Spring 2020 Math9A Sec1,"
Math 9A, Spring 2020, Section 1
First Year Calculus",https://sites.google.com/ucr.edu/qixuanwang/home/teaching/spring-2020-math9a-sec1
Publications,"My GoogleScholar page
ORCID: 0000-0003-2673-921X 
",https://sites.google.com/ucr.edu/qixuanwang/home/publications
Our Lab,"
Opportunities
Graduate and Undergraduate Students
Our lab is recruiting students at both graduate and undergraduate levels. Whether currently a UCR student or a prospective student, if you are interested in working with me, or more broadly, interested in computational biology and multiscale",https://sites.google.com/ucr.edu/qixuanwang/home/our-lab
Conferences,Co-organized by the UCR Interdisciplinary Center for Quantitative Modeling in Biology and Dr.,https://mathdept.ucr.edu/events/conferences
Topics in Multi-Scale Modeling in Biology and Physics,"
Math 260-022, Fall 2019:
Topics in Multi-Scale Modeling in Biology and Physics",https://sites.google.com/ucr.edu/qixuanwang/home/teaching/topics-in-multi-scale-modeling-in-biology-and-physics
Colloquiums & Events,Department Colloquiums & Events,https://mathdept.ucr.edu/colloquiums-events
William Cannon,"William Cannon Computational Mathematics,",https://icqmb.ucr.edu/william-cannon
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/saritas
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://mathdept.ucr.edu/%2520https%3A/graduate.ucr.edu/funding
"Fellowships, Awards, and Grants","   There are a variety of resources for funding a graduate education, both internal to the University and external. Becoming familiar with the available sources of funding can help you navigate the variety of sources available.",https://graduate.ucr.edu/funding
"UCR Fractals, Dynamics, & Mathematical Physics Group",Home Page,https://math.ucr.edu/~frgmpds/
AWM Chapter at UCR,"
AWM Mission:
The purpose of the Association for Women in Mathematics is to create a community in which women and girls can thrive in their mathematical endeavors, and to promote equitable opportunity and treatment of women and others of marginalized genders and gender identities across the",https://sites.google.com/ucr.edu/ucrawm/home
AWM Chapter at UCR - Contact,"
Chapter Contact:
awm.ucr@gmail.com",https://sites.google.com/ucr.edu/ucrawm/contact
Graduate Writing Center,Supporting Graduate Students' Academic and Professional Success,https://gwc.ucr.edu/
AWM Chapter at UCR - Student Wellness,"
We are committed to helping student be well as they pursue their passion in mathematics. We've complied a list of tips from the graduate students in our department and some resources to help you feel your best. 
""When you're happy, you get more math done."" - Sherilyn K. Tamagawa",https://sites.google.com/ucr.edu/ucrawm/resources/student-wellness
AWM Chapter at UCR - Writing Resources,"
Make an appointment at the writing centers on campus by clicking the links below: 
UCR Graduate Writing Center
UCR Academic Resource Center : (click on WebGateway) ",https://sites.google.com/ucr.edu/ucrawm/resources/writing-resources
AWM Chapter at UCR - Women in Math,"
Sally Ride — Physicist, NASA Communicator and Astronaut
“I would like to be remembered as someone who was not afraid to do what she wanted to do, and as someone who took risks along the way in order to achieve her goals.”
There are so many stories of women doing great math throughout history, some",https://sites.google.com/ucr.edu/ucrawm/resources/women-in-math
AWM Chapter at UCR - Summer Sessions ,"
Below we have complied a list of summer opportunities to help you get involved in the math community: 
American Mathematical Society - Research Experience for Undergraduates Summer Programs
American Mathematical Society - Mathprograms.org
Big Data Summer Institute 
CASE Workshop 
Fields -",https://sites.google.com/ucr.edu/ucrawm/resources/summer-sessions
AWM Chapter at UCR - Worldwide Math Community,"
Below are listed some wonderful programs that promote diversity in the mathematics community. Check them out and see which one is the best fit for you!
Women Do Math
Society for Industrial and Applied Mathematics (SIAM)
Mathematically Gifted & Black
Latinxs and Hispanics in Mathematical",https://sites.google.com/ucr.edu/ucrawm/resources/worldwide-math-community
AWM Chapter at UCR - Student Chapter Bylaws,"
Bylaws of the UC Riverside Student Chapter of the Association for Women in Mathematics, as specified on the AWM national website. 
Article I: Name
This organization shall be called the UC Riverside Student Chapter of the Association for Women in Mathematics. In these Bylaws it is referred to as",https://sites.google.com/ucr.edu/ucrawm/resources/student-chapter-bylaws
Teaching Assistant Development Program,Supporting Graduate Students' Academic and Professional Success,https://tadp.ucr.edu/
Graduate Quantitative Methods Center,Supporting Graduate Students' Academic and Professional Success,https://gradquant.ucr.edu/
Workshops,Past Workshops You can access previously recorded TADP Workshops at any time by clicking on the link below.  Past Workshops,https://tadp.ucr.edu/resources/workshops
University Teaching Certificate,"The University of California, Riverside’s Graduate Division created the University Teaching Certificate (UTC) Program as a two-quarter instructional training and certification program for graduate students. This highly competitive program is designed to assist graduate students interested in careers as university-level instructors to develop teaching and lecturing strategies, design a teaching philosophy, and become members of the professional teaching community.",https://tadp.ucr.edu/university-teaching-certificate
Orientation,"Graduate students must complete the New Teaching Assistant (TA) Orientation before or during their first academic-year quarter as a TA, or they will not be eligible to TA in subsequent quarters. Once the UCR Graduate Division New TA Orientation has been completed, the student will not need to take it again. ",https://tadp.ucr.edu/ta-training/orientation
Teaching Careers Week,"Teaching Careers Week is a week of events devoted to your future in a teaching-focused career. This Spring, these events will be offered virtually on Zoom between May 8th and 11th. The Zoom links will be shared with you the day before the session(s) for which you register. Please register before 4:30pm at least one day before the session if you would like to attend. See below for the schedule and registration information.",https://gsrc.ucr.edu/aftergrad/tcw
Distinguished Teaching Awards,For a full list of the winners and honorable mentions: ,https://tadp.ucr.edu/teaching-awards/distinguished-teaching-awards
Outstanding Teaching Assistant Awards,For a full list of winners from 2015 to present: ,https://tadp.ucr.edu/teaching-awards/outstanding-teaching-assistant-awards
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://gsrc.ucr.edu/aftergrad/gwc.ucr.edu
Faculty Led Education Abroad Programs (FLEAP),Enjoy the ease of taking an international UC Riverside class with a UCR professor! Spend the summer traveling and learning alongside UCR classmates in UCR professor-taught courses on a Faculty Led Education Abroad Program (FLEAP).,https://studyabroad.ucr.edu/abroad/fleap
Education Abroad 60th Anniversary,"  For 60 years, Education Abroad at UCR has encouraged students to enhance their education and expand their worldview by experiencing life in another country or culture. This entertaining evening of awards, dinner, and cultural performances is a celebration of our past, present, and future:  ",https://international.ucr.edu/abroad/events/60th-anniversary
Graduate Student Resource Center,Supporting Graduate Students' Academic and Professional Success,https://gsrc.ucr.edu/
AWM Chapter at UCR - Resources,"
The subpages below are for you to explore opportunities and auxilary information about in the mathematics community:",https://sites.google.com/ucr.edu/ucrawm/resources
AWM Chapter at UCR - UCR Math Community,"
In addition to AWM at UCR, there are also other clubs associated with math we want to collaborate with you should check out!",https://sites.google.com/ucr.edu/ucrawm/resources/ucr-math-community
AWM Chapter at UCR - Officers,"Current Officers of Academic Year 2022/2023: 
President: Shanna Dobson
Vice President: Kimberly Alexander
Secretary: Amy He
Treasurer: Kristen (Gayoung) Yoon
",https://sites.google.com/ucr.edu/ucrawm/officers
AWM Chapter at UCR - Membership,"Becoming a member is FREE for students. Please click here and select ""AWM Student Chapter Membership"". Please make sure you are logged into your R'mail when completing the Contact Information form. Thank you!
",https://sites.google.com/ucr.edu/ucrawm/membership
AWM Chapter at UCR - National Events,"
AWM hosts a number of national events. You can find more information on them below:
Research Symposium
MathFest
Joint Mathematics Meetings (JMM)
Society for Industrial and Applied Mathematics (SIAM)
To find meeting for your math interests, check out Math Meetings",https://sites.google.com/ucr.edu/ucrawm/events/national-events
AWM Chapter at UCR - Art Gallery,"
Spring Quarter 2021",https://sites.google.com/ucr.edu/ucrawm/events/art-gallery
AWM Chapter at UCR - AWM at UCR Symposium,"
The MATH 194 course at UCR is an independent reading course. Students come together and decide on an area of mathematics to study. Enrolling in MATH194 provides an excellent opportunity to gain exposure to Math Research and stands out in applications for graduate school. In MATH194 you will be",https://sites.google.com/ucr.edu/ucrawm/events/awm-at-ucr-symposium
AWM Chapter at UCR - Meeting Minutes,"
8/5/2022- President, Camille Korbut, Secretary, Nick Foster, & Outreach Coordinator, James Alcala traveled to Philadelphia, Pennsylvania to receive the AWM Chapter Award for ""Community Outreach"" from AWM President, Kathryn Leonard, at the 2022 MAA MathFest Conference.
6/10/2022- Sixth Poetry",https://sites.google.com/ucr.edu/ucrawm/events/meeting-minutes
AWM Chapter at UCR - Member Highlights,"
Here are The Association for Women in Mathematics Chapter at UCR active members for 2021-2022! 
Jennifer Rangel Ambriz
Nick Foster
Manuel Barcenas
James Alcala
Nellie Garcia
Camille Korbut
Isaac Tate
Sarah Yeakel
Kimberly Alexander
Elijah Kim
Herman Carillo
Shanna Dobson
Christian Williams
Dr.",https://sites.google.com/ucr.edu/ucrawm/member-highlights
Graduate Student Resource Center,Supporting Graduate Students' Academic and Professional Success,https://gsrc.ucr.edu/blog
"""After Grad"" Professional Development Events","GradSuccess holds multiple professional development days throughout the year that provide opportunities for graduate students to build skills and explore potential career paths. These ""After Grad"" events are: Academic Pathways Week, a week of panels and workshops held each Fall, designed to promote preparation and success across your academic career, both in graduate school and as a possible future faculty member.",https://gsrc.ucr.edu/aftergrad
Community,"One of the most challenging aspects of being a graduate student is juggling numerous responsibilities, such as classes, research, and teaching, while still taking the time for self-care and building a supportive community; but, don't worry! We are here to help you. ",https://gsrc.ucr.edu/community
Group Fitness Class Schedule,"From yoga and BOSU, to cycling and Zumba - our fitness classes are the perfect way to get fit, make friends and shake it up. Group fitness classes are included in your SRC membership (with exception to clinics) and there is no additional cost to participate. Rec It at the SRC today! NOTE: We are open to all UCR students, as well as faculty and staff SRC Members. Registration is required for all classes. Please see the schedule for more information.",https://recreation.ucr.edu/fitwell/group-fitness-classes
AWM Chapter at UCR - January 2019,"
The Graduate Experience Panel",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/january-2019
AWM Chapter at UCR - April 2019,"
""The Best Advice I Ever Recieved"" Talk by Dr. Alissa Crans",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/april-2019
AWM Chapter at UCR - March 2019,"
Discussion with Dr. Young
Dr. Darryl Young, from Harvey Mudd College, came to discuss his journey though the world of math education ",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/march-2019
AWM Chapter at UCR - February 2019,"
Dr. Nur Saglam's Talk on Liefschtz Fibrations
UCR's very own visiting assistant professor, Dr. Saglam, gave talk on her research and her results in her latest paper",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/february-2019
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/ttsm
AWM Chapter at UCR - May 2020,"
Get to Know the Professors Evening | 5/26",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/may-2020
AWM Chapter at UCR - September 2020,"
Welcome Session | 9/8 & 9/10",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/september-2020
Hours,"The UC Riverside Recreation department manages the hours and operation of the UCR Student Recreation Center. Please see the UCR holidays/campus closures for planned campus closures. The Recreation department strives to offer UCR students the best physical and active lifestyle we can, check our hours during some of our campus closures for a modified schedule.",https://recreation.ucr.edu/hours
AWM Chapter at UCR - October 2020,"
Quarterly Study Jam | 10/28",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/october-2020
AWM Chapter at UCR - November 2020,"
FRIENDSGVING WEEK: 
ORIGAMI TURKEYS 11/17 & MOVIE NIGHT 11/20",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/november-2020
AWM Chapter at UCR - December 2020,"
Quarterly Study Jam | Dec 9",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/december-2020
AWM Chapter at UCR - February 2021,"
Demystifying Grad School, Prof. Estela Gavosto | February 24",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/february-2021
AWM Chapter at UCR - January 2021,"
Wellness Check-In & Movie Night | January 27 and 29",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/january-2021
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/mathgsa
AWM Chapter at UCR - May 2021,"
Chat with Dr. Curtis Cochran | May 13",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/may-2021
AWM Chapter at UCR - April 2021,"
Movie Night: April Fool's Edition| April 1",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/april-2021
AWM Chapter at UCR - March 2021,"
Movie Nigth: Bee Movie | March 12, 2021",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery/march-2021
AWM Chapter at UCR - Event Pictures Gallery,"
Click below to see some picures from our past events: ",https://sites.google.com/ucr.edu/ucrawm/events/event-pictures-gallery
AWM Chapter at UCR - Events,"
Check out future events in the tabs below:",https://sites.google.com/ucr.edu/ucrawm/events
Noble's Homepage,"
I am a Mathematics PhD student at the University of California, Riverside. I love polynomials and am primarily interested in algebraic geometry and commutative algebra. I am especially excited by the use of combinatorial and computational techniques to help understand the often complicated",https://sites.google.com/ucr.edu/noblew/home
Noble's Homepage - Outreach,"
It is extremely important for everyone in mathematics to strive to do everything we can to make it as accessible, diverse, and inclusive as possible. I try to take advantage of every opportunity I'm given to contribute to these ideals. I've been fortunate to be a part of the following",https://sites.google.com/ucr.edu/noblew/home/outreach
Noble's Homepage - Simplicial Divisors,"
Course Overview
Welcome to the algebraic geometry section of Math 194, Spring 2021! This quarter we will study combinatorial objects called simplicial complexes which, when satisfying certain conditions, correspond with important objects studied in algebraic geometry. We will begin by discussing",https://sites.google.com/ucr.edu/noblew/home/teaching/simplicial-divisors
Noble's Homepage - Teaching,"
I'm currently employed as an Associate Instructor at UC Riverside. As an instructor, I have taught:
Math 194 - Simplicial Complexes and Divisors (reading course)
Math 150 - Intermediate Analysis (lecture)
Math 46 - Introduction to Differential Equations (lecture)
Math 9C - Calculus III",https://sites.google.com/ucr.edu/noblew/home/teaching
Noble's Homepage - Research,"
I'm interested in everything having to do with polynomials so I tend to gravitate towards problems in areas like algebraic geometry and commutative algebra but I love when applications for polynomials show up in other areas like combinatorics as well. As an undergraduate, I worked under the",https://sites.google.com/ucr.edu/noblew/home/research
Mike Pierce,Mike Pierce's Academic Webpage,https://math.ucr.edu/~mpierce/
Neal Livesay's Website,Welcome to my website!,https://math.ucr.edu/~nlivesay/
Math Connections 2019,Math Connections Conference,https://math.ucr.edu/~mathconn/
The Algebra of Grand Unified Theories,The algebra of grand Unified Theories,https://math.ucr.edu/~huerta/guts/
Jose Gonzalez Math Webpage,Jose Gonzalez Algebraic Geometry Math,https://math.ucr.edu/~joselg/
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/pisaatucr
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/APSP
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/apisac
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/VSA
UC Riverside Athletics - Official Athletics Website,"The official athletics website for the University of California, Riverside Highlanders",https://gohighlanders.com/
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://campusmap.ucr.edu/campusMap.php
Boozing while breastfeeding impacts health of newborns,"Studies have shown that consuming alcohol during pregnancy can alter the brain and behavioral development of gestating offspring. Currently, the Centers for Disease Control and Prevention advises against maternal alcohol consumption during pregnancy and state that there is no known safe level of consumption. What are the consequences, however, of mothers consuming alcohol while breastfeeding? A research team at the University of California, Riverside, performed a mouse study to find out.",https://news.ucr.edu/articles/2023/04/19/boozing-while-breastfeeding-impacts-health-newborns
Barbara Fried: Meet The Boys in the Boat and Billy Strings,"Sam Bankman-Fried (aka, S.B.F.), is a cryptocurrency CEO accused of duping more than a million investors.  John Martin Fischer is a UC Riverside philosophy professor who is a world-leading expert on free will and moral responsibility. Fischer's ruminations on near-death experiences have been consumed by millions in his writings and on YouTube videos. Fischer disagrees with the writings of Barbara Fried, a Stanford professor and S.B.F.’s mother, who maintains that we are driven by accidents of biology and circumstance, and therefore are blameless for our actions.",https://news.ucr.edu/articles/2023/04/21/barbara-fried-meet-boys-boat-and-billy-strings
UC Riverside faculty and alumni at this year’s LA Times Festival of Books,"This year’s Los Angeles Times Festival of Books, the annual literary event in Los Angeles, includes a stellar lineup of UC Riverside authors. UCR faculty and alumni will be participating in this literary festival, which takes place at the University of Southern California April 22-23. More than 500 authors, poets, artists, chefs, celebrities, and musicians will participate in this year’s festivities.  Tickets: events.latimes.com ",https://news.ucr.edu/articles/2023/04/21/uc-riverside-faculty-and-alumni-years-la-times-festival-books
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/dulin
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/susans
Faculty,Current Faculty */ /*-->*/ /*-->*/ /*-->*/,https://creativewriting.ucr.edu/faculty
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/marks
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/goldberg
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/erapp
Palm Desert Low-Residency MFA,Creative Writing and Writing for the Performing Arts,https://palmdesertmfa.ucr.edu/
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/ebran
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/aespi062
What is your moral responsibility in Ukraine?,"Letters to the editor populate the pages of media outlets, speaking to America's and Americans' moral authority to act, or not to act, in Ukraine. You and I didn't cause this. Then why do we feel we should be doing something more - and what do we do with that anxiety? We turned to John Martin Fischer, a UC Riverside philosophy professor who is a world-leading expert on free will and moral responsibility. Fischer's ruminations on near-death experiences have been consumed by millions in his writings and on YouTube videos.",https://news.ucr.edu/articles/2022/04/13/what-your-moral-responsibility-ukraine
404 - Content Not Found,"We're Sorry, The requested object or URL could not be found. The link you followed is either outdated, inaccurate, or has been removed. Please visit the homepage to get back on track.",https://palmdesertmfa.ucr.edu/news/2022/09/28/palmdesertmfa.ucr.edu
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/allisonh
Students,Current Graduate Students,https://writingmfa.ucr.edu/students
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/tomlutz
MFA in Creative Writing and Writing for the Performing Arts,World-Renowned Faculty & Excellent Funding Opportunities,https://writingmfa.ucr.edu/
UCR Profiles - Search & Browse,Search & Browse UCR Faculty & Staff,https://profiles.ucr.edu/app/home/profile/kellyhn
 - HighlanderLink,"Discover unique opportunities at HighlanderLink! Find and attend events, browse and join organizations, and showcase your involvement.",https://highlanderlink.ucr.edu/organization/thaiclubucr
